ID,Text,Class,score_tag,agreement,subjectivity,confidence,irony,happy,angry,bored,fear,sad,excited
360,"WASHINGTON  —   Michael T. Flynn, the national security adviser who was forced out of the job in February, failed to list payments from   entities on the first of two financial disclosure forms released Saturday by the Trump administration. The first form, which he signed in February, does not directly mention a paid speech he gave in Moscow, as well as other payments from companies linked to Russia. The second, an amended version, lists the names of the companies that made the payments under a section for any nongovernment compensation that exceeds $5, 000 “in a year. ” That list appears to include all of the work that Mr. Flynn, a retired   Army general, has done since leaving the military in 2014, without providing compensation figures for any of it. No reason was given for the discrepancy between the two forms. The   payments were detailed in a letter released in March by congressional investigators, and included a $45, 000 speaking fee from RT, formerly known as Russia Today, a   news network, for a speech in 2015 in Moscow. During the same trip, Mr. Flynn attended the network’s lavish anniversary dinner and was photographed sitting at the elbow of President Vladimir V. Putin of Russia. Mr. Flynn has faced fierce criticism for the Moscow speech and for his lobbying efforts for Turkey. But the work paid well, and the disclosure forms showed income of nearly $1. 5 million, a sizable amount for a man who left the military less than three years ago. What Mr. Flynn, who spent most of his adult life earning a military officer’s salary, does not appear to possess is the kind of   investment portfolio enjoyed by most wealthy Americans, including the numerous millionaires and billionaires in the Trump administration. His form listed assets valued at $380, 000 and $800, 000, most of which is tied up in retirement funds. Mr. Flynn reported an income of $1. 37 million to $1. 47 million. The bulk  —   $827, 055  —   came from the Flynn Intel Group, the consulting business he founded after being pushed out as the chief of the Defense Intelligence Agency in 2014. The rest included speaking fees and income earned for doing consulting work and sitting on corporate boards, such as that of Adobe Systems, which paid him $125, 250. The speaking fees, all of which were from 2016, ranged from about $10, 000 to about $22, 000. He gave talks to relatively     groups like the Lincoln Chamber of Commerce in Nebraska, but also to the David Horowitz Freedom Center in California, which the Southern Poverty Law Center describes as an   hate group. It is unlikely that Mr. Flynn, who is seeking immunity from congressional and federal investigations into Russia’s meddling in the election, will match the same income this year. He shuttered the Flynn Intel Group at the end of 2016, and then was forced out of the White House in February for misleading Vice President Mike Pence about the nature of phone calls he had with the Russian ambassador to the United States in December. The payments for lobbying work that Mr. Flynn did for the Turkish government  —   and did not disclose until March  —   were handled through the Flynn Intel Group, and are not listed separately on the disclosure forms. Mr. Flynn did not work directly for the Turkish government the firm that hired him, Inovo, is owned by a   businessman with links to leaders in Ankara and asked him to work on an issue important to the government.",0,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0854568381,0.3217788523,0.114324952,0.1499357456,0.2346171216,0.0938864905
361,"Society US Supreme Court Justice Clarence Thomas A female lawyer has accused US Supreme Court Justice Clarence Thomas of sexually assaulting her in 1999, a report says. Moira Smith, who works as a corporate lawyer with an Alaska energy company, said the judge made unwanted sexual advances on her during a dinner party when she was 23-year-old, the National Law Journal reported on Thursday. She said Thomas grabbed and squeezed her buttocks several times during the party in Falls Church, Virginia. “Justice Thomas touched me inappropriately and without my consent,” Smith said. “He groped me while I was setting the table, suggesting I should sit ‘right next to him,’” Smith said. “He was 5 or 6 inches down and he got a good handful and he kept squeezing me and pulling me close to him,” she stated, according to the journal. In a statement to the National Law Journal, Thomas, 68, dismissed the allegation as “preposterous”, saying that the incident “never happened."" Smith, currently vice president and general counsel at Enstar Natural Gas Co in Alaska, said she decided to speak out after hearing Republican presidential nominee Donald Trump's lewd comments about women. A 2005 video was released earlier this month by The Washington Post, in which Trump can be heard making lewd comments about women and bragging about groping them. A number of women have since come forward claiming that the business mogul has sexually assaulted them. Trump has called the allegations “slander and libel” and part of a “concerted, coordinated and vicious attack” by Democratic candidate Hillary Clinton and the news media to undercut his campaign. Moira Smith said Justice Clarence Thomas groped her at her boss' dinner party when she was 23. ""That willingness by men in power to take advantage of vulnerable women relies on an unspoken pact that the women will not speak up about it,"" Smith, now 41, told the journal. ""Why? Because they are vulnerable. Because they are star-struck. Because they don't want to be whiners. Because they worry about their career if they do speak out. But silence no longer feels defensible; it feels complicit,” she stated. ""As the mother of a young daughter and son, I am coming forward to show that it is important to stand up for yourself and tell the truth,"" Smith said. Thomas was nominated to the top court in 1991 by Republican President George H.W. Bush. Loading ...",1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1076277479,0.3073840531,0.0893494452,0.1283639498,0.2094243766,0.1578504274
362,"A federal judge threw out a convicted D. C. sniper’s four life sentences Friday because he was 17 when he was originally sentenced. [U. S. District Judge Raymond Jackson in Norfolk, Virginia, ruled that Lee Boyd Malvo has a right to be   in new sentencing hearings due to a 2012 Supreme Court ruling that made it unconstitutional for juveniles to receive mandatory life sentences in prison without parole, the Daily Mail reported.  Malvo, now 32, was arrested in 2002 for his role in several shootings in the District of Columbia, Maryland, and Virginia that left ten dead and injured three. The attacks were widely covered in U. S. and international media over concerns that the sniper attacks, which were carried out from a modified car trunk, were acts of terrorism. Malvo entered a guilty plea in Spotsylvania County, Virginia, and agreed to two sentences of life in prison without parole. A judge in Fairfax County, Virginia, also sentenced him to two additional life terms in Fairfax County. In 2012, the Supreme Court ruled it was unconstitutional for courts to issue mandatory life sentences without parole to juvenile offenders. The Supreme Court further ruled in 2016 that the 2012 ruling could be applied retroactively to all sentences before the 2012 ruling. Jackson, as a result of these two rulings, threw out the four life sentences and ordered that Malvo be   in the counties of Fairfax and Spotsylvania. The Virginia attorney general, however, can appeal Jackson’s ruling, according to Fairfax County prosecutor Ray Morrogh, who prosecuted Malvo in 2003. The Virginia Attorney General’s Office is “reviewing the decision and will do everything possible, including a possible appeal, to make sure this convicted mass murderer serves the life sentences that were originally imposed,” Michael Kelly, a spokesman for Virginia Attorney General Mark Herring, said Friday. Kelly added that Malvo could still be   to life in prison based on the convictions even if he is granted a new sentencing hearing. Defense lawyers for Malvo, however, have argued that he was an adolescent who did not know any better and was influenced by his older accomplice, John Allen Muhammad, USA Today reported. They remain hopeful that these new court hearings might give him a shot at parole. The Washington Post reported that Jackson’s ruling does not apply to Malvo’s six life sentences in Maryland that he received after pleading guilty to six counts of murder there, but Malvo’s Maryland lawyers are trying to appeal his convictions based on the Supreme Court rulings at the state and county levels. A hearing is set for June in that state.",0,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1597524355,0.3704481438,0.0346794592,0.136927932,0.1674407178,0.1307513116
363,"Here are the week’s top stories, and a look ahead. 1.   Donald Trump filled some top national security posts last week, naming loyalists who reflect his campaign’s   views. His choice for attorney general is Senator Jeff Sessions, above, who was blocked from becoming a federal judge in 1986 because of accusations of racially charged remarks. Michael Flynn, a retired lieutenant general who sees Islamic militancy as an existential threat, will be national security adviser. Representative Mike Pompeo of Kansas was nominated to be the director of the C. I. A. Here’s our latest coverage of Mr. Trump’s transition to the White House. ____ 2. “Build something  . Something Americans can be proud of. ” That’s our   columnist, urging Mr. Trump to follow a lofty vision for his pledged upgrade of the country’s aging infrastructure. We even have a list of 10 projects, balanced between red and blue states, where he could leave his mark while helping unify a bitterly divided America. ____ 3. In the days after the election, our reporters and photographers fanned out across the country as a new political reality set in. They returned with a portrait of a country at odds with itself. We’re also beginning a podcast of  conversations among siblings,   classmates and friends who voted for different candidates. “I could never believe you’re a racist, man, that’s silly, that’s stupid,” said one young black man to a friend of Hispanic heritage who supported Mr. Trump. “Can’t believe you’re sexist. Cannot. But part of me is puzzled. ” Here are 19 questions to ask loved ones who voted differently. ____ 4. President Obama will return to the United States on Monday after the last major foreign trip of his presidency, with stops in Greece, Germany and Peru. On Tuesday, he’ll give the 2016 Presidential Medal of Freedom to 21 recipients, including Kareem   Ellen DeGeneres, Tom Hanks and Bill and Melinda Gates. And on Wednesday he’ll pardon a turkey for the last time as president. ____ 5. Seventeen new cardinals received their “red hats” at a ceremony Saturday, officially joining the Roman Catholic Church’s College of Cardinals. Who Pope Francis selects for the college is critical to his efforts to reshape the church, as the group will eventually elect Francis’ successor. Three Americans are among the new additions, the most Francis named from any one country. And while U. S. politics is never a determining factor in who is selected, all three men have been outspoken opponents of Republican Party positions. ____ 6. In Tunisia, where the Arab Spring began six years ago, the voices of torture victims and their loved ones are being heard. The   public hearings are an effort to salve the wounds from nearly 60 years of dictatorship. Mothers demanded justice for sons who were shot to death during the protests that ushered in democracy, and former prisoners described being tortured, humiliated and even forced to engage in homosexual acts. ____ 7. The skyline of New York City has changed drastically over the past decade. We’ve gathered a number of notable new buildings that you may recognize (like 1 World Trade Center) or may not (um, a salt shed? ). Think you know the city’s recent additions pretty well? Here’s a quiz to test your knowledge. It includes the hyperbolic paraboloid, or   pyramid, above. ____ 8. Scientists who drilled into what is considered ground zero of the dinosaur extinction found something that surprised them: granite. The drilling happened in the Gulf of Mexico, where some 66 million years ago an asteroid crashed into Earth with the energy of 100 million atomic bombs. It left behind a    scar known as the Chicxulub crater, shown in an artist’s rendering above. Their finding suggests that powerful impacts can catapult materials buried deep in a planet’s crust much closer to its surface. ____ 9. After  Thursday’s Thanksgiving turkey, people across America will head to big box stores and camp out in preparation for “doorbuster” deals to kick off Black Friday shopping. Ah, the holiday season. But whatever your shopping strategy is, there are some innovative ways to save a buck. Like triggering retailers to email you coupons by filling up a virtual shopping cart, then fully logging out of the site. Here are some other tips, and a guide to not overpaying on Black Friday. ____ 10. Finally, a story about Thanksgiving. Specifically, the story of a    homesick college student who made a traditional dinner for the first time in an icy cold dorm. The guests were five other kids who couldn’t get home. That was in 1981. “I wish I could remember if we had the sense to be grateful then, for the food, for the comfort of one another, for the luxury of our education,” she wrote recently. We hope you have a happy holiday with much to be grateful for. ____ Photographs may appear out of order for some readers. Viewing this version of the briefing should help. Your Weekend Briefing is published Sundays at 6 a. m. Eastern. And don’t miss Your Morning Briefing, weekdays at 6 a. m. Eastern, and Your Evening Briefing, weeknights at 6 p. m. Eastern. Want to look back? Here’s Friday’s Evening Briefing. What did you like? What do you want to see here? Let us know at briefing@nytimes. com.",0,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0954724714,0.1617819471,0.1340672517,0.2990428818,0.1613278594,0.1483075886
364," 19 МЧС направило 57-ю по счёту автоколонну с гуманитарной помощью для жителей Донбасса. «В её составе более 40 автомобилей, которые везут свыше 440 тонн гуманитарных грузов. Основная масса груза — это продукты питания, медикаменты и пожарно-техническое имущество», — отмечается в сообщении , опубликованном на официальном сайте ведомства. Колонна движется в направлении пунктов пропуска «Донецк» и «Матвеев Курган», где автомобили пройдут все положенные процедуры. Затем части колонны направятся к двум пунктам назначения – Луганской и Донецкой области. С августа 2014 года 56 автоколонн МЧС России доставили в Донецкую и Луганскую области более 64 тысяч тонн гуманитарной помощи.  ",1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6413890781,0.0136733685,0.0003163057,0.0193745588,0.0593139494,0.2659327394
365,"Taming the corporate media beast The Crisis of the European Union Is Irreversible The political-economic block and its common currency cannot be salvaged Donate! The author is an Italian industrialist and honorary member of the Academy of Science of the Institut de France According to a well-known Italian Research Centre, from 2003 to 2014 the European single currency cost an 11% GDP reduction throughout the Eurozone and 18 million additional unemployed people. Conversely, as a result of the Maastricht agreement only, throughout the Eurozone we have lost 8 million jobs and an additional 5% of Gross Domestic Product, owing to the obligation to eliminate deficit and cut investment. Furthermore, the report of said Research Centre shows that, again in late 2014, the average EU unemployment rate was approximately 11.6%. In a scenario of parity with the dollar, the EU unemployment in the Eurozone would have been 5.8%, more or less the same as the US rate in that phase. Hence a monetary policy characterized by an excessive overvaluation of the European currency blocked both exports and the internal market at the same time. Furthermore, it created the conditions for a deterioration of public budgets in terms of deficit and debt. In fact, again at the end of 2014, the Eurozone recorded a public deficit totalling 269 billions which, without the single currency, would even be turned into a surplus of 165 billion euro, with a difference equal to 445 billions. In terms of GDP percentage, the difference would be 4.1 points while, with specific reference to the Eurozone’s public debt, we would have had three trillion euro less. Only for Italy, as many as 400 billion public debt less. Working on this assumption, all current evils would have been avoided if there had not been the overvaluation of the euro against the dollar. There would have not been the massive impact of the financial crisis coming from the United States, at first with Lehman Brothers’ bankruptcy on September 15, 2008 and later with the recurrent banking crises in Europe, which put a strain on the public finances of major European governments. Considering that all EU governments were accustomed to borrow huge sums directly from the banking system, we can imagine the effects of the financial and credit crisis on the various European countries’ budgets. It is worth recalling that the United States have never liked the euro – quite the reverse they have always considered it ""imaginative and useless"", as former President George Bush I stated in recently-published public papers. Reading between the lines of its official documents, the EU itself maintains that the financial crisis came from the United States and that it made serious mistakes. Also according to the EU official documents, the mistakes were allegedly the following: 1) too much attention focused on the public budget deficit on an yearly basis, without being too much worried about the public debt as a whole. According to European standards, the EU government submitted reduced annual budgets for obtaining EU funding - later obviously the public debt increased anyway and real trouble came. Also thanks to the EU operating logic, the naive myth that the crisis was not structural and could be managed with some cosmetic measures has led to the current decline. Said decline has been triggered off by the rapid growth of interest rates on the EU Southern countries’ public debt. 2) Again according to the EU papers, there has also been a lack of surveillance over competitiveness and macroeconomic imbalances. This is not great news. However, there is always someone who benefits from the economic disharmonies – just to use the old terminology of the remarkable Italian philosopher Mario Calderoni - while others stand to lose as a result of them. There has never been a solidarity-based Europe during crises, but only in ""good times"". Therefore, in the losing countries, we recorded growing indebtedness of the private sector, not controlled owing to the myth of companies’ autonomy - and hence an increasing weakening of banks. The other EU ""winning"" countries took over the losers’ market shares. Again, instead of imposing draconian penalties which worsen the economic problems, we should have supported the weakest economies and the most unbalanced ones in terms of trade with the United States. The United States exported their mass of bad loans, disguised as new securities, to the European Union, the financial enemy that had dreamt of relegating the dollar to the rank of a Euro ancillary currency. There was also this geopolitical war within the crisis of the European currency. Moreover, the European Central Bank aimed at maintaining financial stability but, by statute, it could not buy public debt from other non-EU countries, as all issuing banks do. This is the main way in which central banks can nip in the bud speculative attempts against them. Furthermore, in Italy, as in other South Europe’s economies, foreign competition has kept wages at very low levels and, in dealing with competition for exports, our political and economic structure has only reduced the labour incomes almost to the level of the worst competitor. 3) Another EU public self-criticism is relating to the slow decision-making mechanism: the European establishment has interpreted the small shocks of the global crisis as isolated phenomena and not as a common geoeconomic problem. Hence the slow pace and often the ineffectiveness of the EU ""solutions"". And this faced with a ""market"" - if we may call it so - of investors who, as soon as they saw the crisis in the South, played a downward game or went away quickly. Good old days when the Treasury rightly bought the unsold debt securities at the Bank of Italy’s auctions. And, it is worth noting that, in so doing, it did not create inflation at all. Currently, however, markets are fast like jackals, which smell corpses, while States have been slow as marmots. This is the real problem of today’s politicians. States must increase their pace and be very quick and capable of understanding both adverse media and the political and military operations which are objectively dangerous for them. Moreover considering that, at the time, the public debt securities were held mostly by banks, their default was possible and easy to take place. Today there is a new crisis looming large on Europe, namely the crisis of non-performing loans: in Portugal, Italy and Spain, but also in some North European countries, the non-performing loans are worth over 540 billion euro. Hence shortly another European debt crisis will materialize. 4) Currently the European Union is basically a Gaullist-style ""Europe of States""– even though it strongly denies so. Hence the idea of ​creating the ""United States of Europe"" is extraordinary nonsense: the EU Member States are so different from one another, and with such a diversified economy, that these ""United States of Europe"" would create more contrasts internally than externally, namely with the United States of America, Russia and China. Not to mention that, with a view to becoming today’s USA, America had to undergo a wide civil war, whose echoes are not completely over even today. 5) Moreover, the united Europe - and I am talking about the Euro zone - will be increasingly entangled in an area of ​​structural deflation which condemns 'Italy, together with other less economically strong countries, to face an indefinite period of very low growth rates. On the contrary, the other North European countries will continue to grow and, above all, will not have to tackle the same problems we have, namely low wages and exports facing fierce competition, not protected by the Euro. 6) Hence what can be done? We must prepare for a slow but safe exit from the Euro, not waiting for the EU ""bureaucratic Caesarism"", as well as redefining and protecting our export area. Then we must use our credit instruments and debt securities as alternative currency, where possible – as well as use some well-disguised protectionism also vis-à-vis the EU itself. Finally, we must rethink our overall strategy, which we have never done. The economic crises are always geopolitical crises. Furthermore we must fund the companies’ technological upgrade projects with State funds, without waiting for the EU claims. Last but not least, we must put an end to young people’s ""brain drain"". It is true that, as some liberal-masochists maintain, the current professions’ market is global, but it is also true that the cost of their education and training has been borne by our State and our families. Did you enjoy this article? - Consider helping us! Russia Insider depends on your donations: the more you give, the more we can do. $1 $10 Other amount If you wish you make a tax-deductible contribution of $1,000 or more, please visit our Support page for instructions Click here for our commenting guidelines On fire",1,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.105626997,0.3695894019,0.0391388516,0.1843507658,0.1622333275,0.1390606562
366,"Corbett • 11/12/2016 • 20 Comments The voting machines have decided who will be the next puppet figurehead of the Pax Americana deep state for the next four years. The circus is over and the peanut shells are being swept out of the stands. So what do we have to show for all of it? Well, I have some good news, some bad news, and some not-so-good news for you. Let’s start with the bad news. Apparently some people voted for Trump in the belief that he was some sort of anti-establishment truth-telling hero of the working class. I hate to be the one to disabuse you of this notion, so let’s just look at his transition team, his campaign team, the people who have already been tapped to be part of the new administration and the people who are being contacted for potential cabinet appointments. Warning: It’s not a pretty picture. For free access to this editorial, please CLICK HERE . For full access to the subscriber newsletter, and to support this website, please become a member . Only site members can access this content. Already a Member?",1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.209178592,0.3557453987,0.0272555381,0.1126814741,0.0695133607,0.2256256364
367,"Next Swipe left/right Vine 2013-2016: celebrate the life and death of an app with these 12 clips Sad news for fans of six second videos – Twitter has announced it will be closing Vine , the app it bought in 2013. Let’s say goodbye by looking back at 12 of the most important Vines ever made.1. This dog, drifting a car in the snow. 2. The time George Osborne was a toddler who has just been on gas at the dentist. 3. This army of screaming ducks 4. Leonardo DiCaprio getting scared by Lady Gaga 5. This kid pretending he likes the avocado he’s been given. 6. Limmy tricks Matt Lucas into thinking he’s posing for a photo. 7. The last 6 seconds of “Rabbit” by Chas and Dave looped. 8. This dancing robot, set to Toto’s “Africa”. 9. This encounter with a rotating foam arm. 10. The struggle faced by Jay Z’s accountant. 11. This dog riding a scooter. 12. Another dog, this time helping out on “Seven Nation Army” by The White Stripes But let’s not get too sentimental – Vine also had its problems. A Vine is a short video that requires 3 clicks to start and between 7-10 clicks to stop playing. It usually features someone screaming.",1,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0768282069,0.1534205229,0.0705002714,0.1560797457,0.4552456519,0.0879256011
368,"The CEO of Squatty Potty, Bobby Edwards, discussed his decision to pull his company’s ads featuring Kathy Griffin after the release of a photo of Griffin holding a faux bloody decapitated head of President Donald Trump. [Said Edwards, “My heart fell into my stomach,” when he saw the image. “I was totally disappointed and heartbroken and I thought this campaign   …     we have to kill it. We cannot have her with this image  …    . ”  Edwards said his product is for everyone and he doesn’t want to alienate anyone. “When you see an image like that that’s so divisive and so disturbing, you don’t have a decision, really,” added Edwards. “It was the total disrespect for the office of the presidency and decorum and the way we conduct ourselves   …     it crossed the line and was very offensive, not only to me but to people I love. ” Breitbart News Daily airs on SiriusXM Patriot 125 weekdays from 6:00 a. m. to 9:00 a. m. Eastern. LISTEN: ",0,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1110374999,0.2753274478,0.0399096306,0.2414488467,0.174475687,0.157800888
369,"in: Special Interests , US News The new year is almost here and it’s often a time when we all start to think about what we want to change for the next year. I’ve never been much a fan of the whole cliche of changing because of the new year, but why not embrace it as a time where we can make change? Do a quick reflection right now. Do you feel like you have followed your dreams and passions this past year? Do you feel you got caught up in the stresses of life quite often? Did you feel judgement, negative self talk and anger were a big part of your days? Reflecting on how you’ve felt over your year and being honest with yourself about it gives you the chance to know how to adjust and move forward from this moment forward whether it be the new year or not. I’ve found in my own life that if I don’t pay attention to how I feel, what I create, what’s playing out in my life and take responsibility for it, it doesn’t change. It stays the same, I experience the same emotions or stagnant feelings, and I don’t move forward. But the moment I decide to take it into my own hands, I see how much I’m not a victim to what happens. 11 Things To Let Go of Before the New year 1. Stop all the negative self talk – It’s first because it’s probably one of the most important. The more we talk poorly about ourselves to ourselves or others, the more we disempower ourselves and empower all the things we wish to adjust about ourselves. Observe it, take note of it, and kick it. It’s not helping you. 2. Choose one bad eating habit and kick it! – Taking care of and fuelling your vessel is one of the most important things we can do in life to stay mentally, emotionally and spiritually healthy. Pick one of your worst eating habits and aim to cut it out completely in 3 months. Whatever it might be, be honest with yourself and make it happen. Then take on the next bad eating habit in 3 months. 3. Let go of chasing ‘success’ – So often we put up goals or plans for ourselves yet have this tiny limited scope of what success is. Next thing you know we bring stress, worry and fear into the equation throughout the whole journey because we may not be totally in line to hit this pin prick point of what success looks like to us. Instead, do your best to take the steps needed to get to where you want to go, but let go of the lure of success and what it looks like and means. There’s no such thing as failure. (more) 4. Kick the idea that you cannot achieve or follow your dreams – So often we have our ideas of what we are excited or passionate about, but let it go because we think we can’t do it or because it’s unrealistic. Instead of believing every word of that, take ONE step. One step towards making your passion or your dreams happen. The one step will lead to the next and the next, but you have to take the first one. Plan out that first step and take it! 5. Let go of the idea that you should run from your problems – We often get into this mentality that we just need to “get over it.” In theory this sounds sorta good, you move on from things that happen in the past or something to that effect. But by just forgetting about it, did we really move on? No, it gets triggered again later or lies dormant as a resented event etc. Instead, let’s face our problems and truly move past them. Journal about it, talk to someone else about it. Put the cards on the table to someone who cares about you and who can help you move past it. Pick someone who will see the bigger picture and be honest with you. You have all it takes to move past what challenges you. 6. Stop comparing yourself to others – This is a big one. So often we are looking at others and using what they have, do or are to compare it against us and make up a story. This whole game can make us sad or feel down about ourselves or it can feed our ego in a big way. Let it go, respect everyone’s journey, including your own and stop the need to compare yourself to others. 7. Stop judging others – Judging other people can become a habit and an addiction. It’s like something we can’t stop doing sometimes! Take a moment the next time you judge someone and observe it. Ask yourself why you did it, how did it make you feel? Etc. Make a conscious effort to stop. (more) 8. Stop the blame game – Blaming and pointing fingers when it comes to our challenges or what happens to us doesn’t allow us to look at and observe how we might have created or aligned with an experience to help make it happen. I’m not saying there’s no such things others can do to hurt you, I’m simply saying take responsibility for how you feel and don’t even point blame, it doesn’t help us. 9. Stop worrying and trying so hard to fit in and be accepted – This is something far too many of us do just to save face and not be “the weird one.” The reality is, it’s more ‘weird’ to be a version of yourself that isn’t genuine or real simply because you want to be accepted by others. It’s a choice you can’t maintain forever and the longer it goes the more uncomfortable you will feel. Be you, accept yourself, be genuine and don’t try to make others do the same when. Let it happen. Trust. 10. Let go of the need to control everything – Sometimes we can’t take a step forward in anything because we don’t know all the answers or all the variables. This is our obsession with control sometimes. Yes, observe a situation and make the best choices available to you, but don’t worry so much about needing to control or know every detail about it. Learn to leave things up to trust and knowing that things will work out as they need to. This doesn’t mean be reckless, just that you don’t need to control every thing, person and detail. 11. Stop procrastinating – This one goes with everything on the list. Stop putting it all off. Whatever it may be. The changes listed above, the hobby you want to, the career you want to explore, or the thing you want to tell to someone important to you. Stop putting it off and just do it! Submit your review",1,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.3118594241,0.0487805956,0.0196720087,0.1562895395,0.116457369,0.3469410631
370,"Posted on October 31, 2016 by Dr. Eowyn | 5 Comments Last Saturday, Oct. 29, the Medford Police Patrolmen’s Association (MPPA) of Medford, Massachusetts, posted 3 photos on its Facebook page of two Medford police officers seemingly arresting a person in a Hillary Clinton mask and orange prison clothes at the Halloween Fall Festival in Haines Square, West Medford. CBS Boston reports, Oct. 30, 2016, that the caption on the photos read: “Look who MPD grabbed at the Fall Festival in Haines Square today…” Another photo showed three Medford police officers posing with someone in a Donald Trump mask, with the caption, “Making America GREAT again in West Medford Square!!” By 8:15 pm that night, MPPA removed the posts from its Facebook page, with an apology in a statement from MPPA President Harry MacGilvray: “These were Halloween costumes. It was meant totally as a joke. I apologize if this offended anyone in any way. I never expected this sort of reaction. It was poor judgment on my part.” MacGilvray was one of the officers in the photos. LOL Fox25 WFXT reports that the police union removed the photos because of a flurry of negative Facebook comments from Hillary supporters, such as: Jennifer Popkin: “I can’t believe this unprofessional behavior. Police in uniform should not be espousing political beliefs, let alone the kind of irresponsible rhetoric coming from Donald Trump. Absolutely deplorable and also likely illegal under Section 23(b)(2)(ii) of the conflict of interest law.” Mike Piehl: “Trump goes on trial for fraud in November and child rape in December but YOU . . . .” Jeremy Thorpe: “This is illegal. I am screen-shotting this comment to demonstrate that you are deleting critical comments.” Katarina Dutton: “As a citizen of Medford, I am appalled by police making it clear that I, and so many others, are not welcome or safe here.” Tamar Amidon: “This is so shameful for Medford. I’m so glad I don’t live there now. I never thought of them being one of the bad apple bins.” That Popkin, Piehl, Thorpe, Dutton, Amidon, et al. are outraged by the Medford police Halloween prank but not in the least bothered by of Hillary Clinton’s criminal use of an unsecured email server, her utterly corrupt pay-for-play Clinton Foundation, and her abandoning four Americans to die in Benghazi, can only mean one thing: ~Eowyn",1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.128568456,0.1868682151,0.0307857893,0.1311666684,0.0294016054,0.4932092657
