@relation CorrelationAttributeEvalRanker-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute angry numeric
@attribute fear numeric
@attribute Class {0,1}

@data
315,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.032273,0.111517,0
316,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.320746,0.150531,0
317,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.149739,0.130954,1
318,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.17486,0.447924,0
319,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.156278,0.137106,1
320,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.042371,0.095179,0
321,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.270729,0.176988,0
322,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.35115,0.085974,1
323,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.271904,0.213088,0
324,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.344554,0.119312,1
325,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.13954,0.051511,0
326,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.101025,0.1407,0
327,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.248866,0.14325,1
328,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.120359,0.107763,1
329,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.30397,0.254501,1
330,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.224549,0.234286,1
331,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.269638,0.151926,1
332,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.303549,0.161655,0
333,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.378428,0.174005,1
334,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.27478,0.117051,1
335,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.253613,0.158849,1
336,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.342942,0.193744,0
337,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.157844,0.187865,1
338,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.307976,0.182607,1
339,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.624128,0.122711,1
340,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.203732,0.130017,1
341,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.279761,0.15764,0
342,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.263142,0.150747,0
343,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.303991,0.174913,1
344,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.239888,0.24103,1
345,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.204074,0.139885,1
346,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.312684,0.146128,0
347,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.099547,0.209147,0
348,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.213211,0.183495,1
349,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.166956,0.230855,0
350,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.144388,0.144105,0
351,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.312025,0.169301,0
352,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.356915,0.158567,1
353,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.213487,0.245667,1
354,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.252166,0.163967,0
355,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.075323,0.100697,0
356,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.17941,0.215635,0
357,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.331514,0.085807,0
358,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.239133,0.148997,0
359,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.32172,0.222207,0
360,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.321779,0.149936,0
361,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.307384,0.128364,1
362,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.370448,0.136928,0
363,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.161782,0.299043,0
364,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.013673,0.019375,1
365,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.369589,0.184351,1
366,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.355745,0.112681,1
367,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.153421,0.15608,1
368,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.275327,0.241449,0
369,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.048781,0.15629,1
370,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.186868,0.131167,1
371,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.103222,0.236735,1
372,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.170244,0.27728,0
373,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.180699,0.132901,1
374,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.099188,0.117107,0
375,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.17925,0.128333,0
376,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.269666,0.206463,1
377,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.128381,0.223053,1
378,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.119854,0.183339,0
379,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.102631,0.412793,0
380,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.169134,0.140802,1
381,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.342803,0.173052,0
382,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.520998,0.123063,0
383,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.070406,0.330959,1
384,DISAGREEMENT,OBJECTIVE,76,IRONIC,0.145907,0.285568,0
385,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.242634,0.179308,0
386,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.33719,0.24259,0
387,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.205774,0.279173,0
388,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.256674,0.191563,1
389,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.239618,0.145108,0
390,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.110862,0.247652,1
391,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.188907,0.191891,0
392,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.162037,0.117283,0
393,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.110202,0.286221,1
394,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.080308,0.297645,0
395,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.269334,0.131409,1
396,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.23026,0.162439,1
397,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.483913,0.156537,1
398,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.188758,0.22345,0
399,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.305412,0.145337,0
400,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.137683,0.116913,1
401,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.144154,0.122839,0
402,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.109047,0.280863,0
403,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.145502,0.235428,1
404,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.361117,0.174898,1
405,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.108199,0.22209,1
406,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.195997,0.195746,0
407,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.135423,0.209292,0
408,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.4012,0.135848,0
409,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.066708,0.178201,0
410,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.135245,0.114494,0
411,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.118021,0.110163,0
412,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.216346,0.203571,1
413,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.235028,0.222214,1
414,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.247215,0.156557,0
415,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.105333,0.199516,1
416,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.283604,0.171886,1
417,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.160491,0.289425,0
418,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.75395,0.035841,1
419,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.120716,0.077594,0
420,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.149331,0.15,1
421,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.410698,0.160756,1
422,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.151063,0.18393,1
423,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.243396,0.168511,1
424,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.401569,0.134391,1
425,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.164431,0.252571,1
426,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.27394,0.18376,0
427,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.15065,0.163995,1
428,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.142907,0.232038,0
429,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.279054,0.211216,0
430,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196583,0.218778,0
431,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.188103,0.157156,1
432,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.366666,0.122468,1
433,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.385365,0.188552,0
434,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.13913,0.290818,1
435,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.142653,0.191455,0
436,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.091896,0.17169,1
437,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.085859,0.123385,1
438,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.217374,0.205502,1
439,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.134653,0.104576,0
440,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.202827,0.251847,1
441,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.112304,0.079638,0
442,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.30232,0.180781,0
443,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.429814,0.165703,0
444,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.231997,0.154881,0
445,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.155119,0.145233,0
446,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.154538,0.206325,1
447,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.417828,0.187091,1
448,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.195009,0.300644,0
449,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.175858,0.24878,1
450,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.091392,0.092982,1
451,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.25915,0.222535,1
452,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.172075,0.283357,0
453,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.173217,0.26448,0
454,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.180446,0.250653,0
455,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.095957,0.194266,0
456,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.246183,0.145397,0
457,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.207819,0.223542,1
458,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.064888,0.106969,0
459,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.272582,0.243061,1
460,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.100375,0.212645,0
461,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.138467,0.10808,0
462,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.115621,0.112122,1
463,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.243483,0.167495,0
464,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.203834,0.192361,0
465,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.231167,0.251231,0
466,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.23573,0.170228,0
467,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.150635,0.204582,0
468,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.260298,0.091813,1
469,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.129821,0.222196,0
470,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.177242,0.093451,1
471,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.213999,0.165201,0
472,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.239017,0.192351,1
473,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212922,0.137219,0
474,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.13504,0.173204,1
475,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.274356,0.18191,0
476,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.093221,0.077163,1
477,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.383063,0.120371,0
478,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.31509,0.21097,0
479,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.152774,0.179277,0
480,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.129066,0.147281,0
481,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.265497,0.185811,0
482,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.21584,0.209402,0
483,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.205899,0.17873,0
484,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.133021,0.108492,0
485,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154058,0.256771,0
486,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.113515,0.114558,1
487,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.148653,0.204542,0
488,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.213621,0.159531,0
489,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.236393,0.26042,0
490,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.06749,0.175299,1
491,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.280442,0.242347,1
492,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.315114,0.239795,1
493,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.248018,0.156633,0
494,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.331629,0.176497,1
495,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.215165,0.236923,1
496,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.09012,0.157332,0
497,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.180778,0.219553,1
498,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.071673,0.258639,0
499,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.498391,0.170248,1
500,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.197642,0.158024,1
