ID,Text,Class
341,"NEW DELHI  —   First, Yashpal Singh Rathore’s marriage was delayed by his future   who, like most Indians, ran short of cash after Prime Minister Narendra Modi banned the country’s largest currency notes in November. Then the    lost his job when the ensuing cash crunch hit demand for motorcycles and scooters sold by the company where he worked, Hero MotoCorp Ltd. After that, the prospective   refused to let the wedding go forward until he found another job. “So I lost my job and I lost my marriage,” he said in an interview at a protest, where he shouted slogans with more than 100    workers let go by Hero. Mr. Rathore is one among a large number of Indians  —   the precise number is not known  —   who have lost their jobs since Nov. 8, when Mr. Modi abruptly banned 86 percent of the country’s currency in a bid to eliminate “black money,” currency on which taxes had not been paid. For the sake of secrecy, the government largely avoided printing replacement notes in advance. So there has been an acute and protracted shortage of cash as the government struggles to catch up. That, in turn, has proved economically damaging. Exactly how harmful remains hard to determine, but the available data is not reassuring. Demand for vegetables is declining because people don’t have the money to pay for them, for example, and some service industries are reporting steep job losses. The International Monetary Fund this month cut its projected growth rate for India by one percentage point for the current fiscal year, to 6. 6 percent. While the full impact is still difficult to discern, there is little doubt who is suffering the most. “This has actually hurt the poor enormously,” said Nasser Munjee, chairman of DCB Bank and a company director at HDFC and Tata Motors. The pain is hidden, for the most part. Accustomed to hardship, many who lost employment were at first convinced by Mr. Modi’s speeches that their setbacks were transitory and, in the long run, would be worth the suffering. But as the crisis drags on, with no end in sight, some are growing frustrated, as they told us in a series of interviews at protests and at day labor gathering points. Many of them, even children, are forced to go without fruit, vegetables and milk  —   now unaffordable luxuries. Most had not paid apartment rents and their children’s school fees in the months since the cash ban. Many had sent their families back to their villages, and were ready to give up and follow if things did not turn around soon. Sending cash to the elderly parents they had long supported is now out of the question. As is common in India, the workers said that although they had worked on Hero MotoCorp’s shop floor, wearing company uniforms, they had been formally employed by other contractors, meaning they could be let go more easily without benefits. Sunil Kumar, 28, who had been earning 15, 000 rupees a month, about $220, at Hero, said he had been supporting his wife and two children when he lost his job without notice Nov. 29. They immediately cut milk, green vegetables and fruit from their diets, including for their    and    children. Paying rent is out of the question. “This is like a massacre for us,” he said. “My livelihood is gone after the cash ban. What do I do now?” The decline in vegetable demand is so steep that the prices of eggplants, potatoes, cauliflower and tomatoes dropped between 42 percent and 78 percent, the NCDEX Institute of Commodity Markets and Research said. In the first month alone after the currency ban, micro and   service industries cut staff by 35 percent, the All India Manufacturers’ Organization said, based on a survey. It released a study this month saying that job losses in a variety of industries, including automobile parts, infrastructure and construction, would swell to as much as 35 percent by March. The anecdotal evidence is painful. Mr. Rathore, whose wedding was postponed, is among 582 workers who reported losing their jobs at Hero MotoCorp in November and December, as the company suffered a 34 percent drop in   sales in December from a year earlier. Hero did not respond to requests for comment. Most economists believe the economy will rebound, but nobody knows how long it will take. In Noida, a satellite city of New Delhi, hundreds of unshaven men in rumpled clothing stood recently at a   intersection called Khoda Labor Chowk that is a gathering place for people seeking work. Before the currency ban, they told us, they would be hired most days, earning 400 to 600 rupees, about $6 to $9, for a day of carpentry, floor tiling or masonry. But since the ban, most interviewed said, they had worked for only a week each month, at best, and even on the few days when they were hired their wages had fallen by half. Rafiq Ali, 46, said that, having worked only 12 days in the last two months, he had sent his wife and two children back to his native village about 200 miles away, where it is cheaper to live. “I am surviving on roti and potato with salt,” Mr. Ali said, referring to the flat Indian bread that is a staple in the Indian diet. “I’ve stopped taking milk, even in tea, and eating vegetables. ” But what hurt him most, he said, was a recent call from his wife, back in the village, who wanted money to take their sick daughter to a doctor. Mr. Ali said he had nothing to send. “A sense of desperation and helplessness is emerging,” he said. “This currency ban is not helpful for poor people. ” Hoti Lal, a    father of three, said he could get work for only six days during the last two months, forcing his family to survive on money his    son made cleaning offices. Mr. Lal had hoped his son could give up that job to go to college, but that dream is fading fast. His son’s salary of 7, 000 rupees a month, a little over $100, is about half of what he used to earn regularly, Mr. Lal said. So, Mr. Lal said, his family has cut back entirely on green vegetables and milk. Almost every man we interviewed said he was a migrant who had been sending a portion of his salary home to support his parents in his native village  —   and had been unable to do so since the currency ban wiped out work. Vikas Sahu, 30, who had been working at Hero for four years, has been unable to send money back to his parents, wife and children, who live in his village about 100 miles west of New Delhi. His first grader’s school fees are overdue by months, and his father took out a loan of 70, 000 rupees, about $1, 000, for agricultural expenses, including paying for repairs on the family’s tractor. “How long I can survive like this?” he asked. With little else to do, Rakesh Yadav, 28, shows up most days to protest, hoping for some relief from the government or some upbeat economic news that might induce Hero to begin rehiring. He had worked there for eight years as a machine operator on the shop floor. To cut costs, his wife and daughter went home to his village. He gave up the one room they had shared at a monthly rental of 3, 300 rupees, or about $50, and moved in with four other men who share a room. “I do not know where to go or what to do,” he said. Mr. Rathore said he thought about giving up and returning to his village in Bilaspur district, about 750 miles south of Delhi, but he just cannot bear to do so, at least not yet. “What can I do in my village?” he asked.",0
342,"While support for the Trump administration’s positions on many issues has declined in recent months, one of the president’s most controversial policies has held its ground or perhaps even grown in popularity. [Some of the administration’s most popular positions have seen their popularity decline, according to CNBC’s quarterly “All American Survey. ” The share of Americans who say they somewhat or strongly support the administration’s plans to rebuild American infrastructure, for example, has declined to 62 percent from 75 percent three months earlier. Support for individual tax cuts has fallen to 59 percent from 64 percent, while support for cuts to business taxes fell to 50 percent from 54 percent.  Renegotiating trade deals has lost support, falling to 50 percent from 58 percent. Support for regulatory relief has declined to 44 percent from 47 percent. Public support for repealing Obamacare very nearly held steady, losing just one percentage point of support from 45 percent to 44 percent. But the public remains strongly divided on healthcare, with opposition to the administration’s repeal and replace plans edging up to 38 percent from 37 percent in April. So which issue has gained popularity? Banning immigration from specific Middle Eastern and African countries. Public support for the ban rose by a percentage point, with 44 percent of Americans now saying the strongly or somewhat support the ban. That slight rise was due to a one percentage point gain in the “strongly support” category. Opposition to the ban has slightly declined, falling to 49 percent from 50 percent. The share of respondents who said they “strongly oppose” the plan, however, saw a steeper decline, to 32 percent from 36 percent.    ",0
343,"Email Speaking at a Hillary Clinton fundraiser in Canton, Ohio, last November, former President Bill Clinton (right) expressed disappointment concerning a then-recent Democratic presidential candidates’ debate, during which, he said, there was not a single mention of the fact that “84 percent of the American people, after inflation, had not had a raise of 1 cent since the financial crash.” The financial crash of which Clinton spoke began in late 2007 and extended into 2008 — the year Barack Obama was elected president. Though his administration was not responsible for the crash, when Clinton spoke last year, Obama had been president for more than six years. Therefore, Clinton’s observations indicated that the vast majority of Americans had made no financial progress during Obama’s entire first term and half of his second term. Britain’s Daily Mail reported that the former president’s speech was published by WikiLeaks as part of the website’s release of Clinton campaign chairman John Podesta’s e-mails. In addition to the lack of income growth among most Americans, Clinton revealed a remarkable statistic: The life expectancy of middle-aged, non-college-educated white Americans is declining. Said the former president: And in the middle of all this we learned, breathtakingly, that middle-aged, non-college-educated white Americans’ life expectancy is going down and is now lower than Hispanics, even though they make less money. And the gap between African Americans and whites is closing, but unfortunately not because the death rate among African Americans is dropping but because the death rate among white Americans is rising. Why? Because they don’t have anything to look forward to when they get up in the morning. Because their lives are sort of stuck in neutral. Clinton’s explanation that the reason that middle-aged, non-college-educated white Americans’ life expectancy is going down is because “they don’t have anything to look forward to when they get up in the morning” is probably an oversimplification that requires greater analysis. The obvious reason why someone may not have anything to look forward to when they get up in the morning is because they are unemployed and therefore have no job to go to. Figures released by the Bureau of Labor Statistics for 2015 — the year Clinton gave his speech — indicated that those with only a high-school diploma had a 5.4 percent unemployment rate, compared with a 2.8 percent rate for those with bachelor’s degrees. (These figures did not account for race, and they didn't count literally millions of unemployed Americans: After a few months of looking for work, the government drops them from the unemployment rolls, deeming them to not want to work. In 2009, 80 million Americans were deemed not in the labor force; now it's 95 million. Also, if an American is able to find a low-paying part-time job out of his field, he is considered employed by the government.) An article published by Fortune on November 3, 2015 (about two weeks before Clinton’s speech) may have provided him with a basis for his statement. The article’s headline? “Is the Economy Killing Middle-Aged White People?” The article cited a survey released by a pair of researchers at Princeton University the previous day showing “a striking increase in the death rates of white, middle-aged Americans who have less than a college education.” Though the researchers Angus Deaton, the 2015 Nobel laureate in Economics, and his wife, Anne Case, both professors at Princeton, didn’t form any steadfast conclusions about the reasons for the increase in death rates, they did speculate that economic factors are likely at least partly responsible. Fortune reported: Between 1999 and 2013, white men and women ages 45-54 saw their mortality rate increase by a half-percent per year, reversing decades of improvements up until that time. The main causes were suicide and the use of alcohol and drugs (both legal and illegal), according to the study published in the Proceedings of the National Academy of Sciences. The article noted that while it is impossible to know for sure how attributable the high death rates are to economic forces without more study, the Princeton researchers have speculated that the economic crisis of 2008 might have been a major factor. The research paper considered an explanation for why the higher death rate has affected white middle-aged people more than those in other ethnic and racial groups subject to the same economic downturn. Their explanation was that “working-class whites have decades of relative success and security behind them…. For the first time, perhaps, that group has seen a reversal of its fortunes.” We might add another explanation for the increased mortality rates: Workers accustomed to having their medical care paid for by their employers may find that, upon becoming unemployed, they can no longer afford medical insurance and, as a result, neglect the healthcare necessary to maintain their health. While Clinton did not refer to the Princeton professors' paper in his speech, it is possible that its release just weeks before did provide him with some talking points. Clinton’s comments were made in the context of a stump speech on behalf of his wife’s candidacy, and he did not offer any substantive solutions for the crisis among white middle-aged Americans. He instead offered this vague proposal: We have unlimited potential in America to grow our economy if we do a few things right, and not a lot. Five or six or seven things, really we’ll see jobs start forming again; we’ll see business formation going up again; we’ll see wages rising again. And I believe she’s outlined reasonable responses to all the things that will do that. And I ought to have some credibility on that, because the only time in 50 years when all sections of the American economy have grown together were in the eight years I had the privilege to serve. In that regard, Clinton (on behalf of his wife) shared in rival candidate Donald Trump’s tendency to make many promises to grow the economy and create jobs offering higher wages, while offering few concrete details about how these lofty goals might be realized. Considering that the best thing that government can do to stimulate the economy is simply to get out of the way and allow the free market to flourish, however, any plan offered by a former Cabinet member of the administration that gave us ObamaCare might well be viewed with skepticism. We might also want to remember that the former president is the one who signed NAFTA, the trade deal that negatively impacted American jobs — leaving many Americans without ""anything to look forward to when they get up in the morning.”",1
344,"Comments Former US Attorney General Eric Holder just wrote an op-ed warning the American people to disregard the FBI Director James Comey’s unprecedented decision to release information about an ongoing investigation during the heat of an election. Comey released a vague memo when he had little more to go on other than a mere suspicion and is now facing bipartisan calls for removal from office. Democratic congressional staffers now claim that their first warning of the Comey memo was when a House Republican tweeted it out with the usual anti-Hillary spin. That alone demonstrates exactly what Holder wrote about preventing “investigations from unfairly or unintentionally casting public suspicion,” which happened nearly instantly on Friday afternoon. Former Attorney General Holder also pointed out that Comey’s “newly discovered” emails have no known significance and that the FBI Director violated long standing policies in the Department of Justice – which are non-partisan – aimed at upholding the integrity of America’s form of electoral democracy, free from government intervention: I understand the gravity of the work our Justice Department performs every day to defend the security of our nation, protect the American people, uphold the rule of law and be fair. That is why I am deeply concerned about FBI Director James B. Comey’s decision to write a vague letter to Congress about emails potentially connected to a matter of public, and political, interest. That decision was incorrect. The department also has a policy of not taking unnecessary action close in time to Election Day that might influence an election’s outcome. These rules have been followed during Republican and Democratic administrations. They aren’t designed to help any particular individual or to serve any political interest. Instead, they are intended to ensure that every investigation proceeds fairly and judiciously; to maintain the public trust in the department’s ability to do its job free of political influence; and to prevent investigations from unfairly or unintentionally casting public suspicion on public officials who have done nothing wrong. Director Comey broke with these fundamental principles. I fear he has unintentionally and negatively affected public trust in both the Justice Department and the FBI. And he has allowed — again without improper motive — misinformation to be spread by partisans with less pure intentions. Already, we have learned that the importance of the discovery itself may have been overblown. According to the director himself, there is no indication yet that the “newly discovered” emails bear any significance at all. And yet, because of his decision to comment on this development before sufficient facts were known, the public has faced a torrent of conspiracy theories and misrepresentations. High ranking former Justice Department officials like Eric Holder do not make a career out of slamming their former colleagues, so it’s a very rare break in the ranks to see a former Attorney General publicly slam his former subordinate. The Hatch Act prevents federal officials from interfering in partisan elections and strictly demands that public officials refrain from doing anything that could impact an election. Holder wrote : I served with Jim Comey and I know him well. This is a very difficult piece for me to write. He is a man of integrity and honor. I respect him. But good men make mistakes. In this instance, he has committed a serious error with potentially severe implications. It is incumbent upon him — or the leadership of the department — to dispel the uncertainty he has created before Election Day. It is up to the director to correct his mistake — not for the sake of a political candidate or campaign but in order to protect our system of justice and best serve the American people. FBI Director James Comey knew better than to release a vague memo about an ongoing investigation, which, even under normal circumstances, should never be done. That is why former Attorney General Holder felt compelled to rebuke him in this scathing op-ed. Hopefully, the current members of the Justice Department tasked with reviewing the bipartisan complaints read the memo and expedite their decision concerning the future of the FBI Director. It should not take long for any rational investigator to determine that James Comey’s “cry wolf” memo was little more than a partisan prop handed to a failing campaign — and to remove the FBI Director from his office.",1
345,"  => “In victory, magnanimity!” said Winston Churchill. Donald Trump should be magnanimous and gracious toward those whom he defeated this week, but his first duty is to keep faith with those who put their faith in him. The protests, riots and violence that have attended his triumph in city after city should only serve to steel his resolve. As for promptings that he “reach out” and “reassure” those upset by his victory, and trim or temper his agenda to pacify them, Trump should reject the poisoned chalice. This is the same old con. Trump should take as models the Democrats FDR and LBJ. Franklin Roosevelt, who had savaged Herbert Hoover as a big spender, launched his own New Deal in his first 100 days. History now hails his initiative and resolve. Lyndon Johnson exploited his landslide over Barry Goldwater in 1964 to erect his Great Society in 1965: the Voting Rights Act, Medicare and Medicaid. He compromised on nothing, and got it all. Even those who turned on him for Vietnam still celebrate his domestic achievements. President Nixon’s great regret was that he did not bomb Hanoi and mine Haiphong in 1969 — instead of waiting until 1972 — and bring the Vietnam War to an earlier end and with fewer U.S. casualties. Nixon’s decision not to inflame the social and political crisis of the ’60s by rolling back the Great Society bought him nothing. He was rewarded with media-backed mass demonstrations in 1969 to break his presidency and bring about an American defeat in Vietnam. “Action this day!” was the scribbled command of Prime Minister Churchill on his notepads in World War II. This should be the motto of the first months of a Trump presidency. For the historic opportunity he and the Republican Party have been given by his stunning and unanticipated victory of Nov. 8 will not last long. His adversaries and enemies in politics and press are only temporarily dazed and reeling. This great opening should be exploited now. Few anticipated Tuesday morning what we would have today: a decapitated Democratic Party, with the Obamas and Clintons gone or going, Joe Biden with them, no national leader rising, and only the power of obstruction, of which the nation has had enough. The GOP, however, on Jan. 20, will control both Houses of Congress and the White House, with the real possibility of remaking the Supreme Court in the image of the late Justice Antonin Scalia. Senate Majority Leader Mitch McConnell and House Speaker Paul Ryan have indicated they are willing to work with President Trump. There is nothing to prevent the new GOP from writing history. In his first months, Trump could put a seal on American politics as indelible as that left by Ronald Reagan. A partial agenda: First, he should ignore any importunings by President Obama to permit passage of the Trans-Pacific Partnership in a lame-duck session — and let the trade deal sink by year’s end. On Jan. 20, he should have vetted and ready to nominate to the high court a brilliant constitutionalist and strict constructionist. He should act to end interference with the Dakota Access pipeline and call on Congress to re-enact legislation, vetoed by Obama, to finish the Keystone XL pipeline. Then he should repeal all Obama regulations that unnecessarily restrict the production of the oil, gas and clean coal necessary to make America energy independent again. Folks in Pennsylvania, southeast Ohio, Kentucky and West Virginia should be shown, by executive action, that Trump is a man of his word. And when the mines open again, he should be there. He should order new actions to seal the Southern border, start the wall and begin visible deportations of felons who are in the country illegally. With a new education secretary, he should announce White House intent to work for repeal of Common Core and announce the introduction of legislation to put federal resources behind the charter schools that have proven to be a godsend to inner-city black children. He should propose an immediate tax cut for U.S. corporations, with $2 to $3 trillion in unrepatriated profits abroad, who will bring the money home and invest it in America, to the benefit of our economy and our Treasury. He should take the president’s phone and pen and begin the rewriting or repeal of every Obama executive order that does not comport with the national interest or political philosophy of the GOP. Trump should announce a date soon for repeal and replacement of Obamacare and introduction of his new tax-and-trade legislation to bring back manufacturing and create American jobs. Donald Trump said in his campaign that that this is America’s last chance. If we lose this one, he said, we lose the country. The president-elect should ignore his more cautious counselors, and act with the urgency of his declared beliefs.  ",1
346,"BEIRUT, Lebanon  —   Hundreds of Syrian men who escaped   areas of eastern Aleppo to reach   parts of the city are missing, United Nations officials said on Friday, adding that they had received reports of government reprisals, including numerous arrests and several cases of summary killings of suspected supporters of the opposition. At the same time, the officials said, some rebel groups have prevented civilians from leaving and even killed or kidnapped those who demanded that insurgents leave their neighborhoods. The United Nations reports largely reflect what residents of East Aleppo have told The New York Times in recent days as Syrian government forces retook control of most of the city. Several have said family members were detained, arrested or conscripted after crossing into   areas, and one resident recounted how rebels in the Bustan   neighborhood stopped people from leaving. Other residents, however, said rebels had helped them cross the front lines or warned them not to go at certain times or in certain places because of the danger. Rebel groups inside east Aleppo are fragmented and do not always act in concert. As government forces continued to advance on Friday, panic was growing among those still trapped inside, who either could not make their way out or were afraid to enter government territory. More than 10, 500 people have left   areas in the last 24 hours, Russian officials said on Friday, nearly half of them children, while others have moved deeper into the   district under intense bombardment. At the same time, government forces have escorted hundreds of the displaced back to recently retaken districts, such as the Bab   district below. But those areas are heavily damaged, and officials have told families to move into any available abandoned apartments. In areas the government has recently retaken, like this one south of Aleppo, it has placed posters of President Bashar   amid rubble and handed out Syrian government flags. Many people who escaped eastern Aleppo have been filmed thanking government troops and their ally, Russia, and chanting praise for Mr. Assad. In the newly retaken Bab   neighborhood, a man greeted a   fighter. But for those viewed as opposing the government and men wanted for army service, there is a riskier side to entering government territory. Rupert Colville, a spokesman for the United Nations high commissioner for human rights, said family members had reported that they had lost contact with men aged 30 to 50, echoing several interviews The Times conducted in which Aleppo residents said their males relatives were arrested or forced to join the army. “Given the terrible record of arbitrary detention, torture and enforced disappearances by the Syrian government, we are of course deeply concerned about the fate of these individuals,” Mr. Colville said. He also said that two members of the   forces that took over Aleppo’s   neighborhood were reported to have summarily shot four men in front of their families on Sunday because they were suspected of working with the opposition. The last two weeks have seen the fiercest bombardments yet of   districts. Those still inside describe chaos and intense crowding in some areas as people scramble for shelter. They said wounded people and bodies were left in the streets with no one to help them. Here, what is believed to be the charred body of a rebel fighter can be seen in retaken Bab  . Mr. Colville said the agency had heard reports that two armed opposition groups had abducted and killed an unknown number of civilians who asked them to leave their neighborhoods. He added that residents trying to leave the Bustan   neighborhood may have come under fire from armed opposition groups, something that could amount to the war crime of  . “Civilians are caught between warring parties that appear to be operating in flagrant violation of international humanitarian law,” Mr. Colville said. “All sides are deeply culpable. ” The government has retaken most of the medieval Old City, a Unesco World Heritage site severely damaged by years of fighting. At its center is the citadel, which the government has held and used as a fortress throughout the conflict. The government’s offensive over the last week has left rebels in east Aleppo facing   defeat. On Friday, Russian officials said that 93 percent of Aleppo had been captured by the Syrian Army. There has been some talk of at least a temporary   to allow for evacuation of the city, but on Friday, the Russian foreign minister, Sergey V. Lavrov, said that military operations “will go on until bandits leave eastern Aleppo. ” Mr. Lavrov said he still had hope of reaching a final resolution for the city in talks with the United States, but Jan Egeland, the United Nations’ humanitarian chief, on Thursday described the two countries as being “poles apart. ” At the United Nations on Friday, Russia suffered a sharp diplomatic blow when a large majority of members voted for a mildly worded, legally nonbinding General Assembly resolution calling for a pause in fighting and access to humanitarian aid in Syria. In practice, the resolution means little, with no specifics and no force of law. So Syria and Russia, which lobbied vigorously against the resolution, can continue their military operations, including those on the   parts of Aleppo. The resolution, advanced by Canada, received 122 votes in favor and 13 against.   members abstained. The no votes included Syria, its chief allies Iran and Russia, along with China, Cuba and Venezuela. It comes days after Russia, along with China, defeated a resolution in the Security Council that would have imposed a   cessation of hostilities to allow aid into besieged parts of Aleppo and allow residents to get out.",0
347,"OTTAWA  —   The entire community of Fort McMurray, the heart of Alberta’s oil sands region, was ordered to evacuate on Tuesday night as a   wildfire advanced on the city and cut off its only highway link to the south. The fire destroyed a number of homes in one neighborhood and some trailers in a trailer park, said Robin Smith, a spokesman for the Regional Municipality of Wood Buffalo, which includes Fort McMurray. According to television news reports, commercial buildings downtown were also ablaze. There were no reports of injuries by early evening. A video  showed flames and smoke rising hundreds of feet into the sky, prompting the largest fire evacuation in Alberta’s history, The Edmonton Journal reported. The fire was expected to get worse on Wednesday, when winds were forecast to switch direction and increase in speed. Mr. Smith said early Tuesday that Highway 63, which connects Fort McMurray to Edmonton, Alberta, to the south and the main oil sands production areas to the north, was heavily congested with cars fleeing the fire, which began over the weekend. Late in the afternoon, however, the fire jumped over the highway, making evacuation to the south impossible, Mr. Smith said. He added that there was no immediate danger in areas north of Fort McMurray. The highway was later reopened. As of early Tuesday evening, the city’s airport was open, but some airlines were canceling flights, said Jillian Philipp, an airport spokeswoman. After leaving the airport earlier in the day, Ms. Philipp said she was unable to return because of the fire. But employees still there told her that it did not appear to be in the immediate path of the flames. The provincial government had ordered residents out of six neighborhoods and a trailer park by late in the afternoon after declaring the fire “out of control. ” The fire had consumed about 6, 500 acres of forest by late Monday night and increased substantially in size by Tuesday, said Laura Stewart, a spokeswoman for the provincial government. Ms. Stewart said that strong, changing winds were shifting the fire’s direction, making it unsafe for firefighters on the ground. As a result, their efforts had been limited to aerial water bombing. A photograph posted by the government showed only a relatively small line of trees and a hill separating a commercial district from a tower of flame. Until last year, the oil sands had made Fort McMurray Canada’s boomtown, where the biggest concern was dealing with frenetic growth and the housing shortages and social problems it created. The collapse of oil prices, however, has hit the city particularly hard. Oil sands companies have been laying off workers as projects are completed, but no major oil sands projects have shut down. Last year, the regional municipality had a population of about 125, 000, excluding thousands of workers who officially claimed residency elsewhere but who commuted by air to Fort McMurray and lived in work camps.",0
348,"Syria This October 19, 2016 photo provided by Norwegian Armed Forces shows a plane taking off from Russian aircraft carrier Admiral Kuznetsov (R) with helicopters escorting nuclear-powered battle cruiser Pyotr Veliky (L) southwest of the city of Trondheim in international waters on its way to the Mediterranean. A fleet of Russian warships has entered the eastern Mediterranean off the coast of Syria amid speculations that Moscow and Damascus are about to launch a massive operation against terrorists in the northern Syrian city of Aleppo. The commander of Russian aircraft carrier Admiral Kuznetsov told state-owned Russia-1 television network on Saturday that the military vessels were positioned in the “designated zone... in the eastern Mediterranean and are now jointly carrying out tasks, maneuvering to the west of the Syrian coast.” Captain 1st rank Sergei Artamonov added that fighter jets have already started taking off from the carrier’s deck to survey the conflict zone. “Flights are being carried out from the deck... they are working on coordination with the shore port. The flights have been going on practically every day for the last four days,” the high-ranking Russian naval commander pointed out. The remarks came a day after Russia’s Interfax news agency reported that Russian MiG and Sukhoi warplanes routinely fly from the Kuznetsov aircraft carrier into the Syrian airspace to “determine combat missions.” Meanwhile, the commander of the Pyotr Veliky nuclear-powered battle cruiser, Captain 1st rank Vladislav Malakhovsky, said on Saturday that no foreign aircraft dared to “come closer than 50 kilometers” away from the Russian fleet. This file photo shows Russian frigate Admiral Grigorovich on its way to the Mediterranean. (Photo by Reuters) On November 4, Russian frigate Admiral Grigorovich passed through the Bosphorus Strait in northwestern Turkey and arrived off the Syrian coast. Grigorovich is reportedly capable of launching land-attack Kalibr cruise missiles, which are equivalent to US Tomahawk ones and equipped with the latest high precision guidance systems. Russia has been bombing Daesh and Jabhat Fateh al-Sham, formerly known as the al-Nusra Front, terror groups in Syria since September 30, 2015 at the official request of President Bashar al-Assad. Backed by Russia’s aerial campaign, the Syrian troops have retaken several militant-held areas in the Arab country. Syria has been gripped by foreign-backed militancy since March 2011. United Nations Special Envoy for Syria Staffan de Mistura estimates that over 400,000 people have been killed in the conflict. Loading ... ",1
349,"On Sunday’s broadcast of on CNN’s “State of the Union,” Senate Minority Leader Chuck Schumer ( ) said Attorney General Jeff Sessions seemed to be violating his recusal over Russian interference during the 2016 presidential election by participating in the firing and replacement of FBI Director James Comey.  Partial transcript as follows: TAPPER: As you know, the Attorney General Jeff Sessions who had said he would recuse himself for anything having to do with the probes raised eyebrows when he participated very directly in the firing of Comey, and then there are questions about him interviewing candidates to replace Comey, but what do you think about Sessions claim to have recused himself? Do you think he should be investigated by the senate and should it be investigated by the inspector general at DOJ? yes. SCHUMER: Yes. I have asked the inspector general and the request I’ve made is not only to look into any interference to thwart the investigation but whether Attorney General Sessions should have participated in the firing of Comey and should participate in FBI director. You know Attorney General Sessions has a higher obligation. He didn’t tell the truth meeting with the Russians so he recused himself. He seems to be violating that recusal that seems on its face to be part of this. And look, I called for him to step down when he didn’t tell the truth about the Russians because it’s the highest law in enforcement officer in the land. If the actions of the last week make all the more reason he should not be attorney general. (  The Hill) Follow Pam Key on Twitter @pamkeyNEN",0
350,"A movement is growing to bring together women across race, creed and political beliefs by luring them off social media and arranging for them to meet in person. It’s a nice idea, but there’s one catch: The Women’s March on Washington is being organized on Facebook, the nation’s preferred platform to battle over race, gender, politics and just about everything else. The timing of the event, which organizers began planning the morning after the election but are careful not to call a protest, is aimed at the coming administration of   Donald J. Trump. More than 100, 000 people have said on Facebook that they will travel to the capital to participate. The plan is to walk from the Lincoln Memorial to the White House on Jan. 21, 2017, the morning after Mr. Trump’s inauguration. “We’re doing it his very first day in office because we are making a statement,” one organizer, Breanne Butler, said. “The marginalized groups you attacked during your campaign? We are here and we are watching. And, like, ‘Welcome to the White House.’ ” Since Election Day, there has been momentum around supporting groups that are opposed to Mr. Trump’s espoused views on women and minority groups. Nonprofit organizations, including the Planned Parenthood Federation of America and the American Civil Liberties Union, have reported a surge in donations after the election. But the election taught Americans that women are deeply divided along party lines, education level and race: 53 percent of white women voted for Mr. Trump, according to exit poll data. On the march group’s Facebook page, it is easy to see how complicated the idea of the “women’s vote,” an already mythological concept, has become, and how difficult it might be for organizers to fulfill their aim of gathering women who remain fiercely divided on reproductive rights, gun control,   marriage and immigration, among other issues. Not everyone on the page believes, for instance, that Hillary Clinton would have made a good president, or that Stephen K. Bannon, a chief strategist under Mr. Trump, holds divisive views about minorities. Debates over both have sprung up in recent days. Bob Bland, one of the march organizers, said in an email that organizers in Maryland had to change a Facebook page from public to private to protect the safety of women who want to attend. Evvie Harmon, a yoga teacher from Greenville, S. C. who is helping   efforts to organize for the march, said the group had nixed a possible idea for a slogan  —   “Human rights are women’s rights, and women’s rights are human rights”  —   because it was something that Mrs. Clinton once said. “This is not an   protest,” Ms. Harmon said. “This is the reaction of women and minorities across the world who are very disturbed by the rhetoric that was said over the last year and a half. ” Aside from dueling political views, organizers are trying to take feedback from a cacophony of voices in real time as they try to assemble a network of state volunteers, plan programming and arrange transportation and lodging for the event. Ms. Butler, a chef who is organizing the event in her spare time, said the march had no official means of funding yet. There are women on the page who have said that the march is not inclusive enough, and that they don’t want an event organized by white women. Ms. Butler acknowledged the criticism but stressed that the women who are organizing are from different racial and religious backgrounds. (There was even controversy over the original name: Organizers have changed the name from Million Woman March to the Women’s March on Washington because observers took issue with the fact that the original name echoed a black women’s march held in Philadelphia in 1997.) Ms. Butler, 27, said the greater concern would be helping local groups raise money to help women who can’t afford to travel to Washington. “The reality is that it’s incredibly expensive to fly to D. C. on inauguration weekend,” Ms. Butler said. “We don’t want only an   class of people at this march because no one else can afford to go. ” Tabitha St.   34, who plans to help sign up attendees by visiting churches, synagogues and community centers in New York City, said she had been working to include all types of people  —   including those who have not been on Facebook lately. “I am a woman of color and I am an immigrant,” said Ms. St.   who lives in Brooklyn. She said of the march: “For me, it has been completely inclusive. ” This is all plenty of pressure for a     movement without a concrete path to funding itself, but organizers are optimistic as they look ahead to January. According to Ms. Butler, the group’s request for a permit to march is still pending. On Friday, Michael Litterst, a spokesman for the National Park Service, said in an email that the group’s request to march is one of at least 13 requests currently under review for areas the agency administers in the nation’s capital. Those also include rallies and demonstrations. Mr. Litterst said the Park Service was also reviewing five requests for official inauguration events.",0
